id_cliente,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,qt_pessoas_residencia,renda,proporcao_filhos_residencia,sexo_M,tipo_renda_Bolsista,tipo_renda_Empresário,tipo_renda_Pensionista,tipo_renda_Servidor público,educacao_Pós graduação,educacao_Secundário,educacao_Superior completo,educacao_Superior incompleto,estado_civil_Separado,estado_civil_Solteiro,estado_civil_União,estado_civil_Viúvo,tipo_residencia_Casa,tipo_residencia_Com os pais,tipo_residencia_Comunitário,tipo_residencia_Estúdio,tipo_residencia_Governamental,faixa_etaria_Adulto,faixa_etaria_Meia-idade,faixa_etaria_Idoso,tempo_emprego_categoria_Até 5 anos,tempo_emprego_categoria_5 a 10 anos,tempo_emprego_categoria_Mais de 10 anos
6881,False,True,0,1.8276187775184056,0.04732209058935511,-0.19326183239603872,-0.8119159586117312,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2448,False,True,0,1.3978521943148217,0.04732209058935511,-1.408226950807123,0.9159348653976332,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
12517,True,False,0,-0.2352608218587978,2.5506925771012,-0.19326183239603872,-1.2215581664383055,-0.6273211571219797,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
7249,True,True,1,-1.0947939882659659,-1.053553124875186,-0.19326183239603872,-1.0025874858427364,1.9461647704105045,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
5551,False,False,0,0.796178977829804,0.7493294743638446,-0.19326183239603872,-0.07380845634567486,-0.6273211571219797,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
11760,False,True,0,-1.52456057146955,0.08758874788377956,-0.19326183239603872,0.5243315594994735,-0.6273211571219797,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
698,True,True,0,1.225945561033388,0.04732209058935511,-0.19326183239603872,-0.8253217968945384,-0.6273211571219797,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
11948,False,True,0,1.4838055109555384,0.04732209058935511,-1.408226950807123,0.31206008862685647,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
11184,True,True,0,1.3118988776741047,0.04732209058935511,-0.19326183239603872,-1.1406928442011182,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1853,True,True,1,-1.6964672047509837,0.20838871976705214,1.0217032860150457,1.6284288332578285,1.0883361278996764,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
5043,False,True,0,1.741665460877689,0.04732209058935511,-1.408226950807123,-0.20809311369927214,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
16032,True,True,2,-0.32121413849951463,-1.4463429705585316,2.2366684044261302,0.05270125993410857,1.9461647704105045,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1912,False,True,1,-0.14930750521808098,-1.3886021034948288,-0.19326183239603872,0.6445018796460755,1.9461647704105045,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
785,False,True,1,-0.5790740884216651,0.46746287330287567,1.0217032860150457,-1.2963622989261552,1.0883361278996764,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
10508,False,True,0,-1.3526539381881164,-0.6463280624259145,-1.408226950807123,-1.0457206035938378,-0.6273211571219797,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
6106,True,True,1,-1.0947939882659659,-1.1128134884405647,1.0217032860150457,-0.6958779306198185,1.0883361278996764,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
10043,False,True,0,-0.32121413849951463,0.04732209058935511,-1.408226950807123,-0.9648070589167841,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
6539,False,True,0,0.5383190279076535,-1.1356059359657107,-0.19326183239603872,1.5495406310551554,-0.6273211571219797,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
15235,False,True,0,0.8821322944705208,0.5867433486844721,-1.408226950807123,0.9342111701069277,-0.6273211571219797,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
5785,False,True,0,0.6242723445483703,-0.4062476151610459,-1.408226950807123,-0.4883582247832491,-0.6273211571219797,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
3858,False,True,0,1.4838055109555384,0.04732209058935511,-0.19326183239603872,0.7718721810065482,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2103,False,True,0,0.8821322944705208,-0.7633292930549962,-0.19326183239603872,-0.6643404549473154,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
4457,False,False,0,-1.1807473049066828,-0.5308463282985093,-0.19326183239603872,-1.1195009365891433,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
1667,True,True,1,0.10855244470406944,0.40820250973749667,1.0217032860150457,-0.33786340879770177,1.0883361278996764,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1044,True,True,1,-0.2352608218587978,0.8807659217588525,1.0217032860150457,0.07715374636472967,1.0883361278996764,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1851,False,True,2,-0.32121413849951463,0.20838871976705214,1.0217032860150457,-0.11757588465193967,2.8039934129213324,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
7153,False,True,0,0.28045907798550307,-0.7071079224929698,-0.19326183239603872,-1.1777833192951381,-0.6273211571219797,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
557,True,True,1,-1.52456057146955,-0.018016258982729124,-0.19326183239603872,-0.3277812094472121,1.9461647704105045,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
6386,True,False,2,-0.40716745514023145,1.9846801302267463,2.2366684044261302,2.456393288086895,1.9461647704105045,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
8323,True,True,0,-0.6650274050623819,2.440529080729662,-0.19326183239603872,-0.941945913001748,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
81,False,True,2,-1.1807473049066828,0.1187384261681456,2.2366684044261302,-0.41709658691634044,1.9461647704105045,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
4985,False,False,0,-0.2352608218587978,0.05719881785025197,-1.408226950807123,1.282176877344616,-0.6273211571219797,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
12416,False,True,0,0.10855244470406944,0.4689823698045521,-0.19326183239603872,1.7316322734084257,-0.6273211571219797,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
12925,True,True,0,1.741665460877689,0.04732209058935511,-0.19326183239603872,1.6635013847143698,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
9985,False,True,0,1.3978521943148217,0.04732209058935511,-0.19326183239603872,-0.2810165710323395,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
605,True,True,2,-0.5790740884216651,-1.4987655998663667,2.2366684044261302,-0.398913017668327,1.9461647704105045,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
4991,True,True,0,0.7102256611890871,1.3525695855293707,-1.408226950807123,-0.3395252282638605,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
6932,False,False,0,0.5383190279076535,-1.516239809635645,-0.19326183239603872,0.17273804101646548,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
2731,False,True,0,-0.8369340383438155,1.4482978651349836,-0.19326183239603872,0.3204693402558338,-0.6273211571219797,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
4311,True,True,0,-0.7509807217030987,-1.3878423552439905,-0.19326183239603872,-0.7190877618692718,-0.6273211571219797,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
650,False,True,0,1.225945561033388,-0.7815632510751128,-0.19326183239603872,-0.19098898522057173,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
6834,True,True,1,-0.2352608218587978,-0.38345516763589976,1.0217032860150457,-0.01889051617496104,1.0883361278996764,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2937,False,True,0,0.796178977829804,1.838808466065813,-0.19326183239603872,0.7997150759016093,-0.6273211571219797,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
962,True,False,1,-1.0947939882659659,-1.061910355634406,1.0217032860150457,-0.04945983363168875,1.0883361278996764,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
9300,True,False,0,0.19450576134478625,0.6034578102029121,-0.19326183239603872,-0.46435086856677776,-0.6273211571219797,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
5343,False,True,0,-1.1807473049066828,-1.409875054518298,-0.19326183239603872,-0.8602682281237376,-0.6273211571219797,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
2527,True,True,0,-0.5790740884216651,-0.7557318105466145,-0.19326183239603872,-0.36858852182938173,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
557,True,True,1,-1.52456057146955,-0.018016258982729124,-0.19326183239603872,-0.3277812094472121,1.9461647704105045,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
15605,False,True,0,-0.14930750521808098,1.049430033444931,-0.19326183239603872,1.7721762170805566,-0.6273211571219797,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2667,False,True,0,1.3978521943148217,0.04732209058935511,-0.19326183239603872,0.34972923299927117,-0.6273211571219797,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
15690,False,False,1,-0.49312077178094826,-1.0155657123332762,1.0217032860150457,0.06816211603890654,1.0883361278996764,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2850,False,True,0,-0.5790740884216651,-1.3050297959026278,-0.19326183239603872,-0.8994359775504561,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
16073,True,False,1,-1.52456057146955,-1.2389316980797047,1.0217032860150457,-0.6499442019380254,1.0883361278996764,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
13808,True,False,0,0.10855244470406944,-0.43131930743870617,-0.19326183239603872,3.276441843941001,-0.6273211571219797,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
6028,True,True,0,-0.6650274050623819,-1.0056889850723798,-0.19326183239603872,-0.9879427017972124,-0.6273211571219797,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
3532,False,True,2,-0.14930750521808098,-1.1538398939858272,2.2366684044261302,-1.101124477581665,1.9461647704105045,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
10326,False,False,0,0.8821322944705208,-0.4510727619604989,-0.19326183239603872,-0.9834580148896548,-0.6273211571219797,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
3300,False,True,0,1.3978521943148217,0.04732209058935511,-0.19326183239603872,0.10204023475414672,-0.6273211571219797,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
5250,False,False,0,-0.06335418857736418,-1.5010448446188813,-0.19326183239603872,-0.4532745450713538,-0.6273211571219797,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
4995,True,True,1,-1.0088406716252492,1.3297771380042236,1.0217032860150457,2.8753461362260997,1.0883361278996764,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
10931,False,False,1,-0.8369340383438155,-0.6212563701482543,1.0217032860150457,-0.519068500141124,1.0883361278996764,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
10212,False,True,1,0.19450576134478625,0.5441974466375329,1.0217032860150457,0.8852282994582092,1.0883361278996764,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1407,False,True,0,-1.52456057146955,-0.5992236708739466,-0.19326183239603872,-0.7065276709933491,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2286,True,True,0,0.796178977829804,2.428373108716251,-1.408226950807123,2.0426002410133752,-0.6273211571219797,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
12159,True,True,1,-0.5790740884216651,-1.5466297396691728,1.0217032860150457,-0.4191145105538189,1.0883361278996764,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
4778,True,True,1,-0.5790740884216651,-0.3424287620906376,1.0217032860150457,-1.0879708797535426,1.0883361278996764,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
3871,False,True,0,0.9680856111112376,0.04732209058935511,-0.19326183239603872,-1.230271590380285,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
15687,False,True,0,0.796178977829804,0.048081838840193084,-0.19326183239603872,-0.6338675823703203,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
13500,True,False,2,-1.0947939882659659,2.220961836237424,2.2366684044261302,1.976468728864541,1.9461647704105045,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
4544,False,True,0,-0.2352608218587978,-0.46170923747223397,-0.19326183239603872,-0.7204157336748183,-0.6273211571219797,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
238,True,False,0,-1.0088406716252492,-0.7359783560248214,-0.19326183239603872,2.8612206707637506,-0.6273211571219797,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
13001,True,False,1,1.3118988776741047,1.5964487740484299,-0.19326183239603872,0.07006133828594503,1.9461647704105045,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
9316,False,False,1,-0.49312077178094826,-1.061910355634406,1.0217032860150457,-0.7578994071246705,1.0883361278996764,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2453,False,True,1,-0.5790740884216651,2.5279001295760537,1.0217032860150457,2.789554706285656,1.0883361278996764,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
16231,False,True,0,0.19450576134478625,-0.9152789432226347,-0.19326183239603872,0.2953269019932808,-0.6273211571219797,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
8470,False,False,0,-0.14930750521808098,-1.306549292404304,-0.19326183239603872,-0.043636046663230656,-0.6273211571219797,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
12563,True,False,0,0.19450576134478625,-1.1029367611796683,-0.19326183239603872,0.21904642096183471,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2043,False,True,0,1.741665460877689,0.04732209058935511,-0.19326183239603872,-0.38559249600989864,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
6580,True,True,0,1.741665460877689,0.04732209058935511,-1.408226950807123,-0.8296506882271438,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
14895,False,False,0,-0.32121413849951463,-0.03473072050116972,-0.19326183239603872,2.9542528855210284,-0.6273211571219797,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
4756,True,True,2,-1.0947939882659659,-1.5223177956423508,2.2366684044261302,-0.7148961190193626,1.9461647704105045,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
4951,False,False,1,0.10855244470406944,-0.8674148034198287,-0.19326183239603872,-1.0102659820368178,1.9461647704105045,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
15650,False,False,0,-0.2352608218587978,-1.469135418083677,-0.19326183239603872,-0.7695581093169404,-0.6273211571219797,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
8584,False,True,2,-0.5790740884216651,2.718596940536441,2.2366684044261302,-0.22119477966907705,1.9461647704105045,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3417,True,True,0,-0.8369340383438155,-0.9942927613098068,-0.19326183239603872,-0.7193511305793103,-0.6273211571219797,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
4543,False,True,0,-0.2352608218587978,-0.46170923747223397,-0.19326183239603872,-0.9324535111850067,-0.6273211571219797,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
8974,False,True,0,2.085478727440556,0.04732209058935511,-0.19326183239603872,-0.5203074459038407,-0.6273211571219797,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
9345,True,False,0,0.9680856111112376,0.302597502870988,-0.19326183239603872,-1.078159467949994,-0.6273211571219797,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
12740,False,False,0,1.5697588275962553,-1.542830998414982,-0.19326183239603872,-1.1721487126676937,-0.6273211571219797,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False
6490,False,True,0,0.5383190279076535,2.471678759014028,-1.408226950807123,1.3896238922034405,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
281,True,False,0,0.7102256611890871,-1.5451102431674963,-0.19326183239603872,1.0750726263745862,-0.6273211571219797,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1365,True,True,0,-1.0088406716252492,-0.3485067480973431,-0.19326183239603872,1.4210760512515648,-0.6273211571219797,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
13508,False,False,1,0.022599128063352635,-0.09019234281235783,1.0217032860150457,0.5757070050492462,1.0883361278996764,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
9904,True,True,0,-1.3526539381881164,-0.7618097965533199,-0.19326183239603872,-0.724570282340215,-0.6273211571219797,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1183,False,True,1,0.4523657112669367,2.611472437168255,-0.19326183239603872,1.8688807561045695,1.9461647704105045,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
11805,True,True,1,-1.1807473049066828,-0.9699808172829846,1.0217032860150457,1.3281180248633115,1.0883361278996764,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
5334,True,True,2,-0.7509807217030987,2.036343011283743,2.2366684044261302,0.6019511405918196,1.9461647704105045,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
8588,True,True,0,-0.40716745514023145,-0.14945270637773655,-0.19326183239603872,-0.9290705215574693,-0.6273211571219797,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
5776,False,False,0,0.4523657112669367,1.60480600480765,-0.19326183239603872,-1.1562056321642336,-0.6273211571219797,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2555,True,True,1,0.28045907798550307,-1.4660964250803246,1.0217032860150457,-0.006608631682881914,1.0883361278996764,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
9246,True,True,0,-1.0947939882659659,-0.09171183931403402,-0.19326183239603872,2.830043008681018,-0.6273211571219797,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
13393,True,False,0,1.139992244392671,0.04732209058935511,-1.408226950807123,-0.7511556843803032,-0.6273211571219797,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
11401,True,False,0,1.3118988776741047,0.04732209058935511,-0.19326183239603872,-0.1008946298766814,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
12747,False,True,0,0.9680856111112376,-0.7792840063225983,-0.19326183239603872,1.0027463854121696,-0.6273211571219797,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1691,False,False,0,1.0540389277519544,-0.21707030070233568,-0.19326183239603872,-0.5237646239004029,-0.6273211571219797,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
11846,False,True,0,1.3118988776741047,0.04732209058935511,-1.408226950807123,-1.0841724352594655,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
14210,True,True,0,0.6242723445483703,-1.377965627983094,-1.408226950807123,-0.6843601863286961,-0.6273211571219797,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
16425,False,False,0,1.139992244392671,0.04732209058935511,-0.19326183239603872,-0.9784651376542761,-0.6273211571219797,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
10693,True,True,1,0.19450576134478625,-1.523837292144027,1.0217032860150457,-0.14671336658648595,1.0883361278996764,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
9703,False,True,0,0.5383190279076535,1.5045192356970079,-0.19326183239603872,-0.8465619269463796,-0.6273211571219797,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
11691,False,True,0,-0.9228873549845323,0.0647963003586332,-1.408226950807123,1.6999872246008367,-0.6273211571219797,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2160,False,False,1,-0.14930750521808098,-0.39333189489679615,-0.19326183239603872,0.6217705633768332,1.9461647704105045,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
15447,True,False,0,-1.6964672047509837,0.14684911144915852,-0.19326183239603872,0.8216711237145409,-0.6273211571219797,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
10624,False,True,0,1.139992244392671,-1.3863228587423142,-0.19326183239603872,0.9865399361986709,-0.6273211571219797,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2633,True,True,2,-0.9228873549845323,-1.4189920335283566,2.2366684044261302,0.2616231259452495,1.9461647704105045,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
1641,True,True,0,0.5383190279076535,-0.21707030070233568,-0.19326183239603872,-1.167801274242832,-0.6273211571219797,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
